Name,Math,Science,English,History,Art
Student4726,92,78,52,53,56
Student4727,100,76,97,84,77
Student4728,56,100,97,100,85
Student4729,86,96,60,81,92
Student4730,91,50,94,93,73
Student4731,99,60,80,74,69
Student4732,53,56,82,77,69
Student4733,61,87,88,84,79
Student4734,53,73,59,98,58
Student4735,70,80,99,94,82
Student4736,91,71,68,91,54
Student4737,61,62,59,55,91
Student4738,62,90,70,71,98
Student4739,79,54,70,78,75
Student4740,91,71,67,87,99
Student4741,83,53,98,93,82
Student4742,96,83,91,67,98
Student4743,61,89,76,65,58
Student4744,57,55,77,70,99
Student4745,64,75,50,96,89
Student4746,67,84,71,85,64
Student4747,93,55,86,86,100
Student4748,72,62,69,68,75
Student4749,85,53,94,90,69
Student4750,78,64,52,57,90
Student4751,55,56,65,98,62
Student4752,92,71,53,100,96
Student4753,61,83,99,52,90
Student4754,89,71,91,85,74
Student4755,58,100,89,90,50
Student4756,59,93,61,68,69
Student4757,79,57,86,81,96
Student4758,98,79,64,60,53
Student4759,63,54,51,69,53
Student4760,91,69,70,70,60
Student4761,68,63,51,100,84
Student4762,88,60,97,98,61
Student4763,69,58,77,91,71
Student4764,70,92,89,83,91
Student4765,70,84,73,62,87
Student4766,71,74,63,60,84
Student4767,76,89,70,88,55
Student4768,90,71,70,87,81
Student4769,51,66,58,79,98
Student4770,85,71,57,94,65
Student4771,69,76,93,69,83
Student4772,83,82,90,68,81
Student4773,79,82,59,64,76
Student4774,58,64,83,50,97
Student4775,86,87,56,95,68
Student4776,54,62,86,73,67
Student4777,77,81,87,100,90
Student4778,57,57,99,68,81
Student4779,72,96,100,94,80
Student4780,92,64,79,84,88
Student4781,85,78,92,82,63
Student4782,83,87,50,89,85
Student4783,67,50,70,94,92
Student4784,91,53,94,62,73
Student4785,61,96,78,75,93
Student4786,90,94,89,97,59
Student4787,76,91,92,87,94
Student4788,77,90,55,100,79
Student4789,83,86,50,67,61
Student4790,63,74,78,61,70
Student4791,52,56,93,72,60
Student4792,68,93,68,78,57
Student4793,53,87,94,56,54
Student4794,70,85,56,78,81
Student4795,71,94,64,89,85
Student4796,69,56,53,85,55
Student4797,89,60,90,99,53
Student4798,95,80,52,53,61
Student4799,65,61,75,93,86
Student4800,76,96,52,99,54
Student4801,77,51,73,89,80
Student4802,63,50,63,67,77
Student4803,67,56,63,58,88
Student4804,84,96,79,71,57
Student4805,59,89,67,78,81
Student4806,96,63,96,60,63
Student4807,100,91,97,60,58
Student4808,99,97,89,95,83
Student4809,96,74,97,76,82
Student4810,67,100,89,58,63
Student4811,85,83,99,70,83
Student4812,98,58,96,53,51
Student4813,59,93,100,57,50
Student4814,50,68,65,84,73
Student4815,86,99,70,77,83
Student4816,54,90,83,64,62
Student4817,59,88,98,90,63
Student4818,56,80,56,70,81
Student4819,55,100,69,74,95
Student4820,59,73,75,75,98
Student4821,77,94,59,87,100
Student4822,83,58,78,89,81
Student4823,68,91,62,50,73
Student4824,56,65,56,58,90
Student4825,96,78,54,59,60
Student4826,98,84,99,76,60
Student4827,71,68,63,86,64
Student4828,74,69,91,82,86
Student4829,73,95,76,71,61
Student4830,52,80,97,80,79
Student4831,88,95,53,83,83
Student4832,64,86,88,85,63
Student4833,87,53,78,94,53
Student4834,79,57,85,88,72
Student4835,51,74,84,89,96
Student4836,69,94,86,77,58
Student4837,91,94,54,81,79
Student4838,50,55,74,78,80
Student4839,62,89,97,97,65
Student4840,78,85,60,92,82
Student4841,58,55,73,70,87
Student4842,84,55,71,76,94
Student4843,90,73,72,78,90
Student4844,73,81,100,71,65
Student4845,96,98,63,74,54
Student4846,74,58,74,60,58
Student4847,51,92,98,69,50
Student4848,91,91,59,68,84
Student4849,98,91,70,70,76
Student4850,81,67,55,74,73
Student4851,70,79,84,65,54
Student4852,83,94,91,69,100
Student4853,55,52,94,65,52
Student4854,78,72,92,59,58
Student4855,98,71,97,73,86
Student4856,79,79,78,59,53
Student4857,68,90,68,67,58
Student4858,86,99,76,90,57
Student4859,75,53,82,56,59
Student4860,54,97,80,87,91
Student4861,60,98,96,66,55
Student4862,53,63,82,95,67
Student4863,56,64,82,64,65
Student4864,64,71,73,57,77
Student4865,91,86,63,81,100
Student4866,84,97,86,98,76
Student4867,84,92,60,87,90
Student4868,79,85,73,65,92
Student4869,84,72,71,61,68
Student4870,52,59,75,79,99
Student4871,96,92,56,89,62
Student4872,78,100,65,65,91
Student4873,98,74,98,68,85
Student4874,76,50,56,94,75
Student4875,62,75,74,51,63
Student4876,93,86,55,63,73
Student4877,81,95,69,83,88
Student4878,55,92,76,50,90
Student4879,81,94,98,92,93
Student4880,62,87,65,97,85
Student4881,100,68,72,70,85
Student4882,53,85,98,59,91
Student4883,69,100,61,82,69
Student4884,54,58,73,92,59
Student4885,56,68,90,63,97
Student4886,89,96,67,80,59
Student4887,55,78,95,52,91
Student4888,87,65,66,99,53
Student4889,80,81,94,70,100
Student4890,93,61,85,94,72
Student4891,82,73,76,85,80
Student4892,98,68,84,59,100
Student4893,72,83,97,82,83
Student4894,96,68,56,50,50
Student4895,61,53,89,89,58
Student4896,64,92,74,59,84
Student4897,85,89,84,95,58
Student4898,88,67,70,54,73
Student4899,85,93,57,63,81
Student4900,98,65,68,64,83
Student4901,61,96,80,59,88
Student4902,88,75,50,70,70
Student4903,83,61,61,57,83
Student4904,65,100,88,87,65
Student4905,86,78,76,64,88
Student4906,80,54,67,52,88
Student4907,80,94,89,58,68
Student4908,56,57,85,66,70
Student4909,100,63,85,73,51
Student4910,57,60,97,68,72
Student4911,87,56,73,100,56
Student4912,67,51,53,70,63
Student4913,72,86,53,88,58
Student4914,97,88,87,65,66
Student4915,91,62,79,98,56
Student4916,72,74,63,83,60
Student4917,62,72,85,97,68
Student4918,93,56,97,64,55
Student4919,79,100,75,57,89
Student4920,64,63,62,99,62
Student4921,63,66,66,78,88
Student4922,81,94,88,95,50
Student4923,67,83,94,69,55
Student4924,99,63,50,57,58
Student4925,96,84,77,67,68
Student4926,52,65,97,52,98
Student4927,87,90,61,59,65
Student4928,83,50,79,89,74
Student4929,79,86,68,98,96
Student4930,88,94,54,78,56
Student4931,79,51,57,62,91
Student4932,77,75,50,82,55
Student4933,79,71,98,84,76
Student4934,85,64,77,80,86
Student4935,50,67,51,76,63
Student4936,58,53,79,76,82
Student4937,66,82,98,61,55
Student4938,65,64,59,88,78
Student4939,57,66,55,93,74
Student4940,55,81,98,84,100
Student4941,67,74,84,78,63
Student4942,76,73,90,99,58
Student4943,94,80,50,92,51
Student4944,90,97,51,61,84
Student4945,74,56,55,76,90
Student4946,97,97,75,86,50
Student4947,55,88,57,54,76
Student4948,51,74,92,52,74
Student4949,86,52,81,63,63
Student4950,52,90,89,83,84
Student4951,68,62,82,100,93
Student4952,64,68,87,93,95
Student4953,95,82,78,65,57
Student4954,70,56,64,95,87
Student4955,66,73,83,53,76
Student4956,74,94,91,95,71
Student4957,70,55,70,54,78
Student4958,58,66,72,89,68
Student4959,95,75,97,74,62
Student4960,55,100,96,71,99
Student4961,72,75,53,99,56
Student4962,97,90,92,65,97
Student4963,67,90,87,58,64
Student4964,62,64,51,62,79
Student4965,77,73,89,59,83
Student4966,82,67,90,59,51
Student4967,80,71,74,97,88
Student4968,82,90,70,81,82
Student4969,57,97,53,89,81
Student4970,82,52,100,70,87
Student4971,55,60,78,80,66
Student4972,51,68,93,100,63
Student4973,97,83,65,94,63
Student4974,98,100,70,98,93
Student4975,62,87,87,64,100
Student4976,71,97,62,100,78
Student4977,64,71,98,61,94
Student4978,78,73,81,77,89
Student4979,58,59,61,55,82
Student4980,58,96,92,83,58
Student4981,92,77,77,77,85
Student4982,90,54,65,57,60
Student4983,83,79,78,83,55
Student4984,66,55,50,84,50
Student4985,88,82,68,55,59
Student4986,51,92,87,83,96
Student4987,81,71,58,88,73
Student4988,100,56,62,99,66
Student4989,93,74,92,79,69
Student4990,80,85,63,65,64
Student4991,78,92,95,63,66
Student4992,63,56,77,91,82
Student4993,68,68,96,87,80
Student4994,58,93,72,94,88
Student4995,51,56,86,94,76
Student4996,69,96,79,83,95
Student4997,89,71,82,65,73
Student4998,74,76,92,73,50
Student4999,92,75,77,59,77
Student5000,51,80,68,67,91
